Season,Team,Conference,AdjTempo,AdjTempo.Rank,AdjOE,AdjOE.Rank,Off-eFG%,Off-eFG%.Rank,Off-TO%,Off-TO%.Rank,Off-OR%,Off-OR%.Rank,Off-FTRate,Off-FTRate.Rank,AdjDE,AdjDE.Rank,Def-eFG%,Def-eFG%.Rank,Def-TO%,Def-TO%.Rank,Def-OR%,Def-OR%.Rank,Def-FTRate,Def-FTRate.Rank
2015,Wisconsin,B10,58.7,345,129.0,1,54.8,16,12.4,1,32.1,123,36.2,193,95.2,35,47.7,110,15.8,334,23.7,4,22.4,1
2015,Notre Dame,ACC,63.4,226,125.4,2,58.3,1,14.5,3,27.9,277,36.7,174,100.4,99,47.9,115,17.3,273,32.2,228,24.1,5
2015,Duke,ACC,65.8,104,124.5,3,56.6,4,16.3,35,35.8,32,39.8,97,92.0,11,46.5,70,18.6,205,30.2,125,24.0,4
2015,Villanova,BE,64.2,183,122.7,4,55.3,13,16.2,31,32.5,116,41.8,58,92.0,12,45.5,38,21.6,32,31.2,174,30.4,41
2015,Gonzaga,WCC,64.7,154,121.7,5,57.9,2,16.1,28,33.9,84,38.7,122,93.9,16,44.2,14,17.1,287,28.0,42,30.5,43
2015,Kentucky,SEC,62.4,274,121.3,6,51.5,75,16.3,34,39.5,8,43.9,31,84.4,1,39.6,1,21.2,48,31.8,212,31.8,64
2015,Arizona,P12,65.8,102,119.9,7,53.5,31,16.5,40,34.5,63,47.1,9,87.5,3,45.1,25,20.6,78,22.4,1,37.3,191
2015,Indiana,B10,66.6,69,119.8,8,54.4,20,17.2,61,35.2,40,32.7,284,106.0,200,50.3,224,15.9,330,31.4,184,32.8,81
2015,Davidson,A10,66.7,62,119.7,9,55.4,12,14.1,2,29.6,226,28.5,343,104.7,176,49.3,180,17.0,289,30.4,136,34.6,130
2015,BYU,WCC,70.4,5,119.4,10,53.2,39,16.4,38,33.4,102,42.5,44,102.7,139,49.6,194,17.7,260,28.4,58,39.2,224
2015,North Carolina,ACC,69.2,16,119.1,11,51.6,74,18.2,109,40.0,5,35.3,224,95.3,37,45.4,34,17.7,261,31.2,173,37.8,198
2015,Iowa St.,B12,69.6,10,119.0,12,54.3,22,15.8,18,28.3,272,36.5,178,97.5,59,47.6,104,18.5,210,29.6,105,24.0,3
2015,Baylor,B12,61.5,307,116.6,13,49.8,123,20.1,244,42.1,1,38.6,128,94.5,23,45.8,50,19.3,151,31.5,198,32.1,71
2015,Michigan St.,B10,63.1,248,116.6,14,53.2,40,17.4,71,33.4,103,32.7,283,94.9,27,44.9,24,16.5,315,27.0,31,39.0,221
2015,Xavier,BE,65.0,137,116.6,15,53.4,34,18.1,104,31.3,160,38.5,129,97.1,56,50.0,212,18.8,189,27.3,34,33.3,97
2015,Murray St.,OVC,66.8,58,116.5,16,54.3,24,17.1,57,36.0,27,41.2,68,104.5,173,46.8,79,18.7,196,32.5,243,36.7,178
2015,Utah,P12,60.5,328,116.4,17,55.2,14,18.2,112,31.3,161,43.4,37,89.2,6,43.0,5,18.3,219,28.4,59,34.3,124
2015,Northern Iowa,MVC,58.2,348,116.3,18,55.9,9,17.8,91,26.9,300,39.8,100,95.3,36,45.6,41,19.2,157,26.9,28,27.0,11
2015,Wichita St.,MVC,62.3,279,115.8,19,50.3,102,15.0,6,34.5,65,36.2,191,93.6,15,45.8,51,21.3,39,27.4,37,36.6,175
2015,Vanderbilt,SEC,63.4,233,115.6,20,54.4,21,20.0,237,31.9,130,42.4,45,100.6,103,46.6,72,18.1,231,33.1,268,34.4,128
2015,Virginia,ACC,58.0,349,115.6,21,50.6,97,15.7,17,34.2,73,34.9,232,85.5,2,42.3,4,17.9,248,24.3,5,28.6,22
2015,Ohio St.,B10,65.2,132,115.6,22,54.2,25,17.0,53,33.5,96,34.7,238,94.8,25,46.4,66,21.6,30,32.0,221,27.8,15
2015,Oregon,P12,66.6,68,115.2,23,52.3,51,16.9,45,30.2,193,29.1,337,101.3,114,48.0,126,16.7,304,31.5,196,35.4,146
2015,Central Michigan,MAC,64.4,171,114.9,24,54.5,18,15.1,7,28.8,255,36.6,176,106.6,217,51.7,281,19.7,129,30.9,164,36.2,162
2015,N.C. State,ACC,64.1,188,114.9,25,49.3,156,16.0,25,34.0,80,35.4,222,98.9,76,45.5,37,14.9,346,30.1,124,34.7,133
2015,Arkansas,SEC,69.3,13,114.7,26,50.0,118,16.9,47,35.7,35,37.3,160,98.3,67,48.3,137,22.3,20,34.6,319,38.8,218
2015,Kansas,B12,67.0,56,114.5,27,49.4,153,19.2,185,34.9,47,42.6,42,91.8,9,44.6,18,17.5,268,31.6,206,33.8,110
2015,Mississippi,SEC,66.2,78,114.5,28,47.8,224,16.5,39,34.8,49,36.1,197,100.6,104,47.6,106,18.7,193,31.4,185,41.2,259
2015,Georgetown,BE,64.0,192,114.3,29,51.3,77,19.2,179,34.3,72,43.9,30,95.1,33,47.1,91,20.2,101,31.0,167,44.1,306
2015,Iowa,B10,63.7,209,114.2,30,48.1,210,17.1,56,35.6,36,38.0,142,95.1,34,45.6,42,18.9,180,30.3,129,29.1,26
2015,William & Mary,CAA,63.9,198,113.9,31,56.3,6,17.5,73,24.2,330,35.4,218,108.8,262,50.5,232,17.7,262,30.0,120,31.9,65
2015,Stephen F. Austin,Slnd,65.4,114,113.9,32,55.6,11,20.3,261,37.6,14,41.9,54,100.3,98,49.0,163,24.4,5,29.6,110,49.1,336
2015,Stanford,P12,65.2,131,113.6,33,49.4,155,16.2,29,33.6,93,40.5,81,98.9,75,48.4,142,17.2,279,27.8,40,36.5,169
2015,Iona,MAAC,69.7,9,113.6,34,54.7,17,17.2,64,28.7,263,37.4,156,107.4,230,48.1,130,16.7,300,33.2,273,28.5,21
2015,Pittsburgh,ACC,60.6,327,113.5,35,49.1,171,15.7,15,34.3,69,34.8,237,104.8,180,50.0,214,17.4,271,31.6,204,37.8,200
2015,Toledo,MAC,66.4,72,113.3,36,52.3,53,18.1,107,33.3,106,41.2,67,105.8,196,49.7,198,16.2,325,29.5,100,31.0,47
2015,SMU,Amer,63.1,250,113.1,37,52.1,59,19.5,205,36.7,21,43.8,33,95.6,40,45.7,46,20.3,98,29.2,84,31.2,48
2015,Lafayette,Pat,64.6,160,112.9,38,55.8,10,17.1,55,27.7,281,30.4,327,115.1,338,53.5,328,16.8,298,34.5,315,27.5,13
2015,Eastern Washington,BSky,68.2,24,112.9,39,55.1,15,15.9,19,29.3,238,35.2,226,109.6,283,52.3,295,17.9,253,30.7,151,36.0,159
